name,sex,births,year
Maddison,F,134,1996
Roisin,F,134,1996
Sana,F,133,1996
Keely,F,132,1996
Lucinda,F,132,1996
Tabitha,F,132,1996
Courteney,F,130,1996
Kiran,F,130,1996
Skye,F,130,1996
Marie,F,129,1996
Tayla,F,129,1996
Coral,F,128,1996
Rochelle,F,128,1996
Sofia,F,128,1996
Iona,F,127,1996
Kayley,F,127,1996
Felicity,F,126,1996
Anisa,F,125,1996
Leigh,F,125,1996
Roxanne,F,125,1996
Sonia,F,125,1996
Monique,F,123,1996
Ellis,F,120,1996
Deborah,F,118,1996
Ria,F,118,1996
Anya,F,117,1996
Beatrice,F,117,1996
Kimberly,F,117,1996
Chanel,F,116,1996
Faith,F,116,1996
Constance,F,115,1996
Dominique,F,115,1996
Cody,F,114,1996
Verity,F,114,1996
Anastasia,F,113,1996
Celine,F,113,1996
Miranda,F,113,1996
Jane,F,112,1996
Rhianne,F,112,1996
Tegan,F,112,1996
Aaliyah,F,111,1996
Anisha,F,111,1996
Cassandra,F,111,1996
Charmaine,F,111,1996
Harley,F,111,1996
Sharna,F,111,1996
Susannah,F,109,1996
Yasmine,F,109,1996
Christie,F,107,1996
Clara,F,107,1996
Crystal,F,107,1996
Darcy,F,107,1996
Alix,F,106,1996
Devon,F,106,1996
Evangeline,F,106,1996
Zahra,F,106,1996
Tilly,F,105,1996
Atlanta,F,103,1996
Catrin,F,102,1996
Dannielle,F,102,1996
Loren,F,102,1996
Nia,F,102,1996
Nikki,F,102,1996
Flora,F,101,1996
Iqra,F,101,1996
Priya,F,101,1996
Kirby,F,100,1996
Angel,F,99,1996
Briony,F,99,1996
Rosanna,F,99,1996
Danni,F,98,1996
Jacqueline,F,98,1996
Lucia,F,98,1996
Sydney,F,98,1996
Carrie,F,97,1996
Emilie,F,96,1996
Kerri,F,96,1996
Bonnie,F,95,1996
Emilia,F,95,1996
Whitney,F,95,1996
Aysha,F,94,1996
Keira,F,94,1996
Christine,F,93,1996
Monica,F,93,1996
Rhea,F,93,1996
Cerys,F,92,1996
Ellena,F,92,1996
Suzanne,F,92,1996
Tammy,F,92,1996
Cheyenne,F,91,1996
Dayna,F,91,1996
Fay,F,91,1996
Lowri,F,91,1996
Catriona,F,90,1996
Rianna,F,90,1996
Sadia,F,90,1996
Dionne,F,89,1996
Kennedy,F,89,1996
Lilly,F,89,1996
Margaret,F,89,1996
Syeda,F,89,1996
Elisabeth,F,88,1996
Jodi,F,88,1996
Angela,F,87,1996
Isla,F,87,1996
Kim,F,87,1996
Fleur,F,86,1996
Stevie,F,86,1996
Talia,F,86,1996
Alannah,F,85,1996
Cassie,F,85,1996
Halima,F,85,1996
Lacey,F,85,1996
Shelley,F,84,1996
Chanelle,F,83,1996
Leila,F,83,1996
Shivani,F,83,1996
Tanisha,F,83,1996
Aneesa,F,82,1996
Henna,F,82,1996
Susan,F,82,1996
Hanna,F,81,1996
Penny,F,81,1996
Autumn,F,80,1996
Ceri,F,80,1996
Evelyn,F,80,1996
Gina,F,80,1996
Lindsey,F,80,1996
Mariah,F,80,1996
Lana,F,79,1996
Natalia,F,79,1996
Alexandria,F,78,1996
Charlene,F,78,1996
Clarissa,F,78,1996
Erica,F,78,1996
Tessa,F,78,1996
Kaya,F,77,1996
Salma,F,77,1996
Bridie,F,76,1996
Karen,F,76,1996
Kylie,F,76,1996
Madelaine,F,76,1996
Rowan,F,76,1996
Sabah,F,75,1996
Tori,F,75,1996
Alysha,F,74,1996
Andrea,F,74,1996
Chantel,F,74,1996
Haleema,F,74,1996
Bronwyn,F,73,1996
Kerrie,F,73,1996
Manisha,F,73,1996
Saira,F,73,1996
Abbi,F,72,1996
Anne,F,72,1996
Elysia,F,72,1996
Hafsa,F,72,1996
Anita,F,71,1996
Aoife,F,71,1996
Julie,F,71,1996
Saima,F,71,1996
Aisling,F,70,1996
Donna,F,69,1996
Iram,F,69,1996
Ami,F,68,1996
Farah,F,68,1996
Patricia,F,68,1996
Elin,F,67,1996
Renee,F,67,1996
Bobbie,F,66,1996
Candice,F,66,1996
Genevieve,F,66,1996
Kay,F,66,1996
Kelsie,F,66,1996
Mica,F,66,1996
Millicent,F,66,1996
Joy,F,65,1996
Karina,F,65,1996
Kristina,F,65,1996
Rosalind,F,65,1996
Asha,F,63,1996
Karla,F,63,1996
Rosa,F,63,1996
Bianca,F,62,1996
Camilla,F,62,1996
Jazmin,F,62,1996
Maxine,F,62,1996
Aliyah,F,61,1996
Codie,F,61,1996
Jody,F,61,1996
Kaylee,F,61,1996
Carmen,F,60,1996
Kellie,F,60,1996
Thea,F,60,1996
Anisah,F,59,1996
Bronte,F,59,1996
Karis,F,59,1996
Levi,F,59,1996
Lillie,F,59,1996
Stacie,F,59,1996
Colette,F,58,1996
Jayde,F,58,1996
Jazmine,F,58,1996
Sapphire,F,58,1996
Vicky,F,58,1996
Henrietta,F,57,1996
Juliet,F,57,1996
Kaitlin,F,57,1996
Leona,F,57,1996
Remi,F,57,1996
Sacha,F,57,1996
Tasmin,F,57,1996
Alexis,F,56,1996
Aliya,F,56,1996
Bridget,F,56,1996
Eilish,F,56,1996
Hana,F,56,1996
Marina,F,56,1996
Reanne,F,56,1996
Tallulah,F,56,1996
Nisha,F,55,1996
Aishah,F,54,1996
Hayleigh,F,54,1996
Annalise,F,53,1996
Kyra,F,53,1996
Marianne,F,53,1996
Sarah-Jane,F,53,1996
Anika,F,52,1996
Ashlea,F,52,1996
Charis,F,52,1996
Laurie,F,52,1996
Lia,F,52,1996
Lindsay,F,52,1996
Sky,F,52,1996
Tania,F,52,1996
Larissa,F,51,1996
may,F,51,1996
Shannen,F,51,1996
Lyndsey,F,50,1996
Meg,F,50,1996
Alys,F,49,1996
Arabella,F,49,1996
Corinne,F,49,1996
Justine,F,49,1996
Milly,F,49,1996
Rianne,F,49,1996
Teri,F,49,1996
Danniella,F,48,1996
Kayla,F,48,1996
Kia,F,48,1996
Maariyah,F,48,1996
Marissa,F,48,1996
Roberta,F,48,1996
Teresa,F,48,1996
Abbigail,F,47,1996
Abi,F,47,1996
Asma,F,47,1996
Kitty,F,47,1996
Lillian,F,47,1996
Mariya,F,47,1996
Ann,F,46,1996
Farhana,F,46,1996
Humaira,F,46,1996
Jaime,F,46,1996
Jamie-Lee,F,46,1996
Khadija,F,46,1996
Penelope,F,46,1996
Sanah,F,46,1996
Seren,F,46,1996
Sharon,F,46,1996
Bronwen,F,45,1996
Darcie,F,45,1996
Erika,F,45,1996
Farzana,F,45,1996
Kasey,F,45,1996
Lianne,F,45,1996
Nathalie,F,45,1996
Orla,F,45,1996
Paula,F,45,1996
Scarlet,F,45,1996
Shaunna,F,45,1996
Tina,F,45,1996
Tonicha,F,45,1996
Celia,F,44,1996
Drew,F,44,1996
Isobelle,F,44,1996
Letitia,F,44,1996
Maisy,F,44,1996
Rebekka,F,44,1996
Remy,F,44,1996
Roseanna,F,44,1996
Tasnim,F,44,1996
Alanna,F,43,1996
Belinda,F,43,1996
Bobbi,F,43,1996
Chantal,F,43,1996
Dani,F,43,1996
Daniela,F,43,1996
Debbie,F,43,1996
Ellie-Mae,F,43,1996
Honor,F,43,1996
Jaspreet,F,43,1996
Misha,F,43,1996
Alexia,F,42,1996
Alina,F,42,1996
Amandeep,F,42,1996
Elspeth,F,42,1996
Faiza,F,42,1996
Karishma,F,42,1996
Kezia,F,42,1996
Nichola,F,42,1996
Shana,F,42,1996
Sioned,F,42,1996
Stella,F,42,1996
Suzanna,F,42,1996
Billie-Jo,F,41,1996
Davina,F,41,1996
Iman,F,41,1996
Jordanna,F,41,1996
Marnie,F,41,1996
Meera,F,41,1996
Rio,F,41,1996
Rowena,F,41,1996
Safia,F,41,1996
Samina,F,41,1996
Shannan,F,41,1996
Stacy,F,41,1996
Tayler,F,41,1996
Yazmin,F,41,1996
Adrienne,F,40,1996
Brodie,F,40,1996
Camille,F,40,1996
Chante,F,40,1996
Giorgia,F,40,1996
Kiah,F,40,1996
Kristen,F,40,1996
Leanna,F,40,1996
Lilian,F,40,1996
Melody,F,40,1996
Paisley,F,40,1996
Savanna,F,40,1996
Bernadette,F,39,1996
Dawn,F,39,1996
Demi-Leigh,F,39,1996
Ikra,F,39,1996
Johanna,F,39,1996
Kaitlyn,F,39,1996
Kristy,F,39,1996
Leia,F,39,1996
Lola,F,39,1996
Luisa,F,39,1996
Mae,F,39,1996
Mercedes,F,39,1996
Priyanka,F,39,1996
Sabina,F,39,1996
Shani,F,39,1996
Ailish,F,38,1996
Carlie,F,38,1996
Cora,F,38,1996
Jayne,F,38,1996
Nafeesa,F,38,1996
Nazia,F,38,1996
Phillipa,F,38,1996
Saba,F,38,1996
Ashton,F,37,1996
Callie,F,37,1996
Chanice,F,37,1996
Dina,F,37,1996
Keisha,F,37,1996
Kelsea,F,37,1996
Keri,F,37,1996
Keziah,F,37,1996
Lori,F,37,1996
Maddie,F,37,1996
Mikaela,F,37,1996
Neelam,F,37,1996
Rabia,F,37,1996
Roshni,F,37,1996
Samara,F,37,1996
Samira,F,37,1996
Sarah-Louise,F,37,1996
Tess,F,37,1996
Aine,F,36,1996
Amara,F,36,1996
Ana,F,36,1996
Diana,F,36,1996
Elisa,F,36,1996
Elsa,F,36,1996
Estelle,F,36,1996
Farrah,F,36,1996
Lorraine,F,36,1996
Peyton,F,36,1996
Angelica,F,35,1996
Anne-Marie,F,35,1996
Cheryl,F,35,1996
Cleo,F,35,1996
Enya,F,35,1996
Hafsah,F,35,1996
Harriett,F,35,1996
Jaymee,F,35,1996
Khadijah,F,35,1996
Laila,F,35,1996
Lesley,F,35,1996
Noor,F,35,1996
Pippa,F,35,1996
Rhiann,F,35,1996
Susanna,F,35,1996
Ailsa,F,34,1996
Ashlee,F,34,1996
Caitlyn,F,34,1996
Cherise,F,34,1996
Clementine,F,34,1996
Cydney,F,34,1996
Frankie,F,34,1996
Harmony,F,34,1996
Kristie,F,34,1996
Linda,F,34,1996
Lottie,F,34,1996
Manpreet,F,34,1996
Pooja,F,34,1996
Reanna,F,34,1996
Sorcha,F,34,1996
Theresa,F,34,1996
Tracy,F,34,1996
Amira,F,33,1996
Bushra,F,33,1996
Cally,F,33,1996
Charleigh,F,33,1996
Charly,F,33,1996
Fahima,F,33,1996
Gillian,F,33,1996
Jay,F,33,1996
Maisha,F,33,1996
Sade,F,33,1996
Sofie,F,33,1996
Taryn,F,33,1996
Tiana,F,33,1996
Zahraa,F,33,1996
Alexa,F,32,1996
Alia,F,32,1996
Aminah,F,32,1996
Amrita,F,32,1996
Angelina,F,32,1996
Aqsa,F,32,1996
Cherie,F,32,1996
Clarice,F,32,1996
Collette,F,32,1996
Ellesse,F,32,1996
Emily-Jane,F,32,1996
Fahmida,F,32,1996
Faizah,F,32,1996
Jamie-Leigh,F,32,1996
Judith,F,32,1996
Juliette,F,32,1996
Kadie,F,32,1996
Leyla,F,32,1996
Yasemin,F,32,1996
Alanis,F,31,1996
Amrit,F,31,1996
Brianna,F,31,1996
Carley,F,31,1996
Chiara,F,31,1996
Christy,F,31,1996
Ellie-may,F,31,1996
Emma-Louise,F,31,1996
Jamila,F,31,1996
Jo,F,31,1996
Kajal,F,31,1996
Katerina,F,31,1996
Kavita,F,31,1996
Misbah,F,31,1996
Regan,F,31,1996
Romy,F,31,1996
Stefanie,F,31,1996
Aleena,F,30,1996
Amiee,F,30,1996
Aneesah,F,30,1996
Asia,F,30,1996
Ava,F,30,1996
Ayla,F,30,1996
Catrina,F,30,1996
Colleen,F,30,1996
Darcey,F,30,1996
Gurpreet,F,30,1996
Jennie,F,30,1996
Jordanne,F,30,1996
Kaylie,F,30,1996
Lea,F,30,1996
Lynsey,F,30,1996
Maggie,F,30,1996
Maia,F,30,1996
Melisa,F,30,1996
Meredith,F,30,1996
Radhika,F,30,1996
Sanna,F,30,1996
Shantelle,F,30,1996
Sidra,F,30,1996
Sonya,F,30,1996
Tyla,F,30,1996
Uzma,F,30,1996
Vikki,F,30,1996
Yvonne,F,30,1996
Zaynab,F,30,1996
Zoey,F,30,1996
Aleisha,F,29,1996
Alyssa,F,29,1996
Aniqa,F,29,1996
Antoinette,F,29,1996
Ashlie,F,29,1996
Bethaney,F,29,1996
Cloe,F,29,1996
Dion,F,29,1996
Eilidh,F,29,1996
Elen,F,29,1996
Elouise,F,29,1996
Gracie,F,29,1996
Kirandeep,F,29,1996
Leoni,F,29,1996
Nafisa,F,29,1996
Rukhsar,F,29,1996
Tahmina,F,29,1996
Tracey,F,29,1996
Veronica,F,29,1996
Ann-Marie,F,28,1996
Athena,F,28,1996
Carina,F,28,1996
Carol,F,28,1996
Ellice,F,28,1996
Ellisha,F,28,1996
Elly,F,28,1996
Emmie,F,28,1996
Harpreet,F,28,1996
Imani,F,28,1996
Katarina,F,28,1996
Katie-Louise,F,28,1996
Krystal,F,28,1996
Liana,F,28,1996
Phillippa,F,28,1996
Portia,F,28,1996
Sandra,F,28,1996
Sharmin,F,28,1996
Sheena,F,28,1996
Tasha,F,28,1996
Tianna,F,28,1996
Amna,F,27,1996
Anjali,F,27,1996
Anna-Marie,F,27,1996
Cecilia,F,27,1996
Charlee,F,27,1996
Elaine,F,27,1996
Elsie,F,27,1996
Elyse,F,27,1996
Fatimah,F,27,1996
Hebe,F,27,1996
Jaye,F,27,1996
Lauryn,F,27,1996
Leigha,F,27,1996
Lena,F,27,1996
Marisa,F,27,1996
Nikkita,F,27,1996
Pearl,F,27,1996
Rae,F,27,1996
Rheanna,F,27,1996
Saoirse,F,27,1996
Shakira,F,27,1996
Shamima,F,27,1996
Suzannah,F,27,1996
Tasneem,F,27,1996
Yvette,F,27,1996
Ammaarah,F,26,1996
Bailey,F,26,1996
Barbara,F,26,1996
Beverley,F,26,1996
Denise,F,26,1996
Fenella,F,26,1996
Gabriela,F,26,1996
Geraldine,F,26,1996
Habiba,F,26,1996
Joely,F,26,1996
Jordana,F,26,1996
Kendal,F,26,1996
Kendra,F,26,1996
Laurel,F,26,1996
Masuma,F,26,1996
Nichole,F,26,1996
Rachelle,F,26,1996
Roseanne,F,26,1996
Shania,F,26,1996
Sommer,F,26,1996
Vicki,F,26,1996
Abigayle,F,25,1996
Amani,F,25,1996
Anam,F,25,1996
Annabella,F,25,1996
Chaya,F,25,1996
Fatema,F,25,1996
Janine,F,25,1996
Jolene,F,25,1996
Kiara,F,25,1996
Kirstin,F,25,1996
Lina,F,25,1996
Mackenzie,F,25,1996
Nicolle,F,25,1996
Nur,F,25,1996
Precious,F,25,1996
Rhona,F,25,1996
Samera,F,25,1996
Sanya,F,25,1996
Shanna,F,25,1996
Shaunie,F,25,1996
Sidrah,F,25,1996
Tyra,F,25,1996
Adelle,F,24,1996
Aiysha,F,24,1996
Alanah,F,24,1996
Cheyanne,F,24,1996
Fatma,F,24,1996
Harriette,F,24,1996
Humera,F,24,1996
Jess,F,24,1996
Maeve,F,24,1996
Martina,F,24,1996
Neha,F,24,1996
Pamela,F,24,1996
Priscilla,F,24,1996
Raveena,F,24,1996
Rea,F,24,1996
Rima,F,24,1996
Romana,F,24,1996
Rosemarie,F,24,1996
Siana,F,24,1996
Sumayyah,F,24,1996
Sylvia,F,24,1996
Taya,F,24,1996
Wendy,F,24,1996
Willow,F,24,1996
Zahrah,F,24,1996
Aleesha,F,23,1996
Alessandra,F,23,1996
Amal,F,23,1996
Bella,F,23,1996
Brenna,F,23,1996
Cordelia,F,23,1996
Corrie,F,23,1996
Corrina,F,23,1996
Eileen,F,23,1996
Eleni,F,23,1996
Elicia,F,23,1996
Elissa,F,23,1996
Ellise,F,23,1996
Hester,F,23,1996
Hilary,F,23,1996
Humayra,F,23,1996
Kacey,F,23,1996
Kiri,F,23,1996
Komal,F,23,1996
Muna,F,23,1996
Ocean,F,23,1996
Rosina,F,23,1996
Safa,F,23,1996
Sarah-Jayne,F,23,1996
Shazia,F,23,1996
Sheridan,F,23,1996
Tasnia,F,23,1996
Yasmeen,F,23,1996
Afsana,F,22,1996
Alesha,F,22,1996
Alyce,F,22,1996
Annette,F,22,1996
Anum,F,22,1996
Ayse,F,22,1996
Betsy,F,22,1996
Chandni,F,22,1996
Cherry,F,22,1996
Danica,F,22,1996
Emelia,F,22,1996
Emilee,F,22,1996
Hajra,F,22,1996
Izabella,F,22,1996
Jadene,F,22,1996
Kloe,F,22,1996
Linzi,F,22,1996
Lubna,F,22,1996
Mairead,F,22,1996
Mandeep,F,22,1996
Mari,F,22,1996
Marianna,F,22,1996
Natalya,F,22,1996
Nishat,F,22,1996
Pollyanna,F,22,1996
Shanelle,F,22,1996
Tamar,F,22,1996
Tamzin,F,22,1996
Taslima,F,22,1996
Tazmin,F,22,1996
Amirah,F,21,1996
Carrie-Ann,F,21,1996
Cecily,F,21,1996
Charli,F,21,1996
Cherish,F,21,1996
Cindy,F,21,1996
Corey,F,21,1996
Danika,F,21,1996
Deanne,F,21,1996
Demi-Lee,F,21,1996
Destiny,F,21,1996
Esmee,F,21,1996
Fionnuala,F,21,1996
Hermione,F,21,1996
Hira,F,21,1996
Jadine,F,21,1996
Katelyn,F,21,1996
Kendall,F,21,1996
Lili,F,21,1996
Mariyah,F,21,1996
Mariyam,F,21,1996
Nabeela,F,21,1996
Nana,F,21,1996
Rahima,F,21,1996
Safiya,F,21,1996
Samia,F,21,1996
Sammy-Jo,F,21,1996
Shelbie,F,21,1996
Sienna,F,21,1996
Talitha,F,21,1996
Virginia,F,21,1996
Adina,F,20,1996
Aimie,F,20,1996
Amy-Leigh,F,20,1996
Amy-Louise,F,20,1996
Ariana,F,20,1996
Chelcie,F,20,1996
Eleanore,F,20,1996
Ellenor,F,20,1996
Emmy,F,20,1996
Katey,F,20,1996
Leigh-Anne,F,20,1996
Lisa-Marie,F,20,1996
Menna,F,20,1996
Monika,F,20,1996
Naima,F,20,1996
Racheal,F,20,1996
Rosalie,F,20,1996
Saarah,F,20,1996
Safiyyah,F,20,1996
Sanaa,F,20,1996
Sehrish,F,20,1996
Shanon,F,20,1996
Sharn,F,20,1996
Tamanna,F,20,1996
Tatiana,F,20,1996
Zarah,F,20,1996
Abida,F,19,1996
Alyx,F,19,1996
Ariane,F,19,1996
Beckie,F,19,1996
Bria,F,19,1996
Caitlan,F,19,1996
Caoimhe,F,19,1996
Cristina,F,19,1996
Eilis,F,19,1996
Ela,F,19,1996
Eleri,F,19,1996
Elif,F,19,1996
Elli,F,19,1996
Gloria,F,19,1996
Heena,F,19,1996
Hina,F,19,1996
Huma,F,19,1996
Ilona,F,19,1996
Isha,F,19,1996
Janet,F,19,1996
Jocelyn,F,19,1996
Kealey,F,19,1996
Leena,F,19,1996
Nora,F,19,1996
Nosheen,F,19,1996
Reem,F,19,1996
Roma,F,19,1996
Samiha,F,19,1996
Shabnam,F,19,1996
Shauni,F,19,1996
Sheree,F,19,1996
Star,F,19,1996
Tempany,F,19,1996
Tierney,F,19,1996
Valentina,F,19,1996
Violet,F,19,1996
Wahida,F,19,1996
Yolanda,F,19,1996
Zaynah,F,19,1996
Zeinab,F,19,1996
Zoya,F,19,1996
Abigale,F,18,1996
Adrianne,F,18,1996
Alisa,F,18,1996
Alissa,F,18,1996
Ameena,F,18,1996
Betty,F,18,1996
Cherelle,F,18,1996
Dannii,F,18,1996
Dorothy,F,18,1996
Dulcie,F,18,1996
Eleana,F,18,1996
Emmeline,F,18,1996
Georga,F,18,1996
Gwen,F,18,1996
Haleemah,F,18,1996
Kerry-Anne,F,18,1996
Kerryn,F,18,1996
Kizzy,F,18,1996
Kristi,F,18,1996
Kyla,F,18,1996
Mandy,F,18,1996
Nicol,F,18,1996
Nida,F,18,1996
Nuala,F,18,1996
Raeesa,F,18,1996
Rezwana,F,18,1996
Rivka,F,18,1996
Romany,F,18,1996
Ruksana,F,18,1996
Sahar,F,18,1996
Sameera,F,18,1996
Sannah,F,18,1996
Sascha,F,18,1996
Shabana,F,18,1996
Shanie,F,18,1996
Shara,F,18,1996
Shereen,F,18,1996
Ursula,F,18,1996
Zeba,F,18,1996
Zhane,F,18,1996
Aaminah,F,17,1996
Adelaide,F,17,1996
Alanta,F,17,1996
Alishia,F,17,1996
Allanah,F,17,1996
Anna-Louise,F,17,1996
Anoushka,F,17,1996
Arianna,F,17,1996
Aroosa,F,17,1996
Avneet,F,17,1996
Bibi,F,17,1996
Bliss,F,17,1996
Caris,F,17,1996
Carissa,F,17,1996
Carrie-Anne,F,17,1996
Daryl,F,17,1996
Edith,F,17,1996
Fathima,F,17,1996
Husna,F,17,1996
Ifrah,F,17,1996
Jazz,F,17,1996
Joelle,F,17,1996
Jordon,F,17,1996
Kaisha,F,17,1996
Kathrine,F,17,1996
Kiya,F,17,1996
Lavinia,F,17,1996
Llinos,F,17,1996
Mabel,F,17,1996
Madiha,F,17,1996
Mathilda,F,17,1996
Mhairi,F,17,1996
Micha,F,17,1996
Montana,F,17,1996
Noreen,F,17,1996
Octavia,F,17,1996
Ophelia,F,17,1996
Raegan,F,17,1996
Reece,F,17,1996
Rhiana,F,17,1996
Rikki,F,17,1996
Robin,F,17,1996
Safiyah,F,17,1996
Sarina,F,17,1996
Selin,F,17,1996
Shakila,F,17,1996
